
SetupTitle, ZnO IV
DataValue, -1.31, -2.63577E-07, 2.6361599999999997E-07, -2.6357699999999997E-11, 2.6361599999999993E-11, 2.63577E-07, -15.148920291539124
DataValue, -1.3, -2.60029E-07, 2.6014E-07, -2.6002899999999998E-11, 2.6013999999999995E-11, 2.60029E-07, -15.162472673689297
DataValue, -1.29, -2.5635899999999997E-07, 2.55282E-07, -2.5635899999999997E-11, 2.5528199999999996E-11, 2.5635899999999997E-07, -15.176687031082542
DataValue, -1.28, -2.5212999999999997E-07, 2.52344E-07, -2.5212999999999996E-11, 2.52344E-11, 2.5212999999999997E-07, -15.193321009435854
DataValue, -1.27, -2.48953E-07, 2.48391E-07, -2.4895299999999994E-11, 2.4839099999999996E-11, 2.48953E-07, -15.206001713318255
DataValue, -1.26, -2.45186E-07, 2.45329E-07, -2.4518599999999996E-11, 2.45329E-11, 2.45186E-07, -15.221248730762369
DataValue, -1.25, -2.41972E-07, 2.42077E-07, -2.4197199999999994E-11, 2.4207699999999993E-11, 2.41972E-07, -15.234443819963111
DataValue, -1.24, -2.38588E-07, 2.3856899999999997E-07, -2.3858799999999998E-11, 2.3856899999999996E-11, 2.38588E-07, -15.248527621925389
DataValue, -1.23, -2.35275E-07, 2.34336E-07, -2.3527499999999996E-11, 2.3433599999999994E-11, 2.35275E-07, -15.26251079420156
DataValue, -1.22, -2.31487E-07, 2.31604E-07, -2.3148699999999995E-11, 2.3160399999999996E-11, 2.31487E-07, -15.278742120504461
DataValue, -1.21, -2.2842499999999998E-07, 2.28549E-07, -2.2842499999999998E-11, 2.2854899999999995E-11, 2.2842499999999998E-07, -15.292057908061727
DataValue, -1.2, -2.25295E-07, 2.25353E-07, -2.2529499999999998E-11, 2.2535299999999995E-11, 2.25295E-07, -15.305855182386519
DataValue, -1.19, -2.22159E-07, 2.2209899999999998E-07, -2.2215899999999997E-11, 2.2209899999999994E-11, 2.22159E-07, -15.31987249521835
DataValue, -1.18, -2.19074E-07, 2.19081E-07, -2.1907399999999994E-11, 2.19081E-11, 2.19074E-07, -15.333856264661725
DataValue, -1.17, -2.16021E-07, 2.15988E-07, -2.16021E-11, 2.1598799999999997E-11, 2.16021E-07, -15.347890211765797
DataValue, -1.16, -2.1299599999999998E-07, 2.13058E-07, -2.12996E-11, 2.1305799999999998E-11, 2.1299599999999998E-07, -15.361992450756043
DataValue, -1.1500000000000001, -2.1000699999999998E-07, 2.09988E-07, -2.10007E-11, 2.0998799999999994E-11, 2.1000699999999998E-07, -15.376124973451152
DataValue, -1.1400000000000001, -2.07005E-07, 2.06791E-07, -2.0700499999999998E-11, 2.0679099999999994E-11, 2.07005E-07, -15.390522889383387
DataValue, -1.1300000000000001, -2.03912E-07, 2.03949E-07, -2.03912E-11, 2.0394899999999995E-11, 2.03912E-07, -15.405577308719119
DataValue, -1.12, -2.0106E-07, 2.01187E-07, -2.0105999999999997E-11, 2.0118699999999997E-11, 2.0106E-07, -15.419662465969138
DataValue, -1.11, -1.9828899999999998E-07, 1.98299E-07, -1.9828899999999996E-11, 1.9829899999999998E-11, 1.9828899999999998E-07, -15.433540274467079
DataValue, -1.1, -1.95504E-07, 1.95478E-07, -1.9550399999999998E-11, 1.9547799999999996E-11, 1.95504E-07, -15.447684997372244
DataValue, -1.09, -1.92683E-07, 1.9276E-07, -1.92683E-11, 1.9275999999999995E-11, 1.92683E-07, -15.462219485448843
DataValue, -1.08, -1.89971E-07, 1.9000399999999999E-07, -1.89971E-11, 1.9000399999999994E-11, 1.89971E-07, -15.476394408014258
DataValue, -1.07, -1.8728E-07, 1.8729699999999999E-07, -1.8728E-11, 1.8729699999999998E-11, 1.8728E-07, -15.490661013763756
DataValue, -1.06, -1.84553E-07, 1.84639E-07, -1.8455299999999998E-11, 1.84639E-11, 1.84553E-07, -15.505329151845279
DataValue, -1.05, -1.82E-07, 1.81888E-07, -1.8199999999999996E-11, 1.8188799999999996E-11, 1.82E-07, -15.519259149869615
DataValue, -1.04, -1.79287E-07, 1.79285E-07, -1.79287E-11, 1.79285E-11, 1.79287E-07, -15.534277963146813
DataValue, -1.03, -1.76761E-07, 1.768E-07, -1.7676099999999998E-11, 1.7679999999999997E-11, 1.76761E-07, -15.548467299311325
DataValue, -1.02, -1.74219E-07, 1.74347E-07, -1.74219E-11, 1.7434699999999994E-11, 1.74219E-07, -15.562952708441269
DataValue, -1.01, -1.71763E-07, 1.7132899999999999E-07, -1.7176299999999996E-11, 1.7132899999999997E-11, 1.71763E-07, -15.577150217296467
DataValue, -1, -1.69024E-07, 1.69142E-07, -1.6902399999999997E-11, 1.6914199999999998E-11, 1.69024E-07, -15.593225120271745
DataValue, -0.99, -1.66757E-07, 1.66834E-07, -1.6675699999999994E-11, 1.66834E-11, 1.66757E-07, -15.606728174021278
DataValue, -0.98, -1.64355E-07, 1.6446499999999998E-07, -1.6435499999999997E-11, 1.6446499999999998E-11, 1.64355E-07, -15.621237114420945
DataValue, -0.97, -1.62046E-07, 1.62004E-07, -1.6204599999999996E-11, 1.6200399999999998E-11, 1.62046E-07, -15.63538559140309
DataValue, -0.96, -1.59693E-07, 1.59761E-07, -1.5969299999999997E-11, 1.5976099999999997E-11, 1.59693E-07, -15.65001261487145
DataValue, -0.95000000000000007, -1.57423E-07, 1.57435E-07, -1.5742299999999995E-11, 1.57435E-11, 1.57423E-07, -15.66432938711475
DataValue, -0.94000000000000006, -1.5518E-07, 1.552E-07, -1.5517999999999997E-11, 1.552E-11, 1.5518E-07, -15.678680103480607
DataValue, -0.93, -1.52946E-07, 1.53017E-07, -1.5294599999999996E-11, 1.5301699999999997E-11, 1.52946E-07, -15.693180919028842
DataValue, -0.92, -1.50773E-07, 1.50705E-07, -1.5077299999999997E-11, 1.5070499999999997E-11, 1.50773E-07, -15.70749044249588
DataValue, -0.91, -1.48524E-07, 1.48577E-07, -1.48524E-11, 1.4857699999999998E-11, 1.48524E-07, -15.722519275600526
DataValue, -0.9, -1.46409E-07, 1.46505E-07, -1.4640899999999997E-11, 1.4650499999999997E-11, 1.46409E-07, -15.736861761898899
DataValue, -0.89, -1.4427299999999998E-07, 1.44324E-07, -1.4427299999999996E-11, 1.44324E-11, 1.4427299999999998E-07, -15.751558498860991
DataValue, -0.88, -1.42216E-07, 1.41669E-07, -1.4221599999999998E-11, 1.4166899999999999E-11, 1.42216E-07, -15.765918808326028
DataValue, -0.87, -1.39857E-07, 1.39981E-07, -1.39857E-11, 1.3998099999999997E-11, 1.39857E-07, -15.782645364922196
DataValue, -0.86, -1.37996E-07, 1.37977E-07, -1.3799599999999995E-11, 1.3797699999999997E-11, 1.37996E-07, -15.796041137716541
DataValue, -0.85, -1.35967E-07, 1.3591799999999999E-07, -1.3596699999999998E-11, 1.3591799999999997E-11, 1.35967E-07, -15.810853627712744
DataValue, -0.84, -1.33964E-07, 1.3390999999999999E-07, -1.3396399999999998E-11, 1.3390999999999996E-11, 1.33964E-07, -15.825694729806598
DataValue, -0.83000000000000007, -1.32007E-07, 1.32109E-07, -1.3200699999999999E-11, 1.3210899999999998E-11, 1.32007E-07, -15.840410885463067
DataValue, -0.82000000000000006, -1.30078E-07, 1.2937999999999999E-07, -1.3007799999999999E-11, 1.2937999999999997E-11, 1.30078E-07, -15.85513156641886
DataValue, -0.81, -1.27845E-07, 1.27965E-07, -1.2784499999999998E-11, 1.2796499999999998E-11, 1.27845E-07, -15.872447244304041
DataValue, -0.8, -1.26157E-07, 1.25661E-07, -1.26157E-11, 1.2566099999999999E-11, 1.26157E-07, -15.885738673902198
DataValue, -0.79, -1.24091E-07, 1.24296E-07, -1.2409099999999997E-11, 1.2429599999999996E-11, 1.24091E-07, -15.902250669525257
DataValue, -0.78, -1.22414E-07, 1.22432E-07, -1.2241399999999998E-11, 1.2243199999999999E-11, 1.22414E-07, -15.915857094324007
DataValue, -0.77, -1.20656E-07, 1.20764E-07, -1.20656E-11, 1.20764E-11, 1.20656E-07, -15.930322315486119
DataValue, -0.76, -1.18874E-07, 1.18399E-07, -1.1887399999999999E-11, 1.18399E-11, 1.18874E-07, -15.945201728313926
DataValue, -0.75, -1.1692E-07, 1.16989E-07, -1.1692E-11, 1.16989E-11, 1.1692E-07, -15.961775896703365
DataValue, -0.74, -1.1532E-07, 1.1528E-07, -1.1532E-11, 1.1527999999999997E-11, 1.1532E-07, -15.97555496417621
DataValue, -0.73, -1.13614E-07, 1.13717E-07, -1.1361399999999997E-11, 1.13717E-11, 1.13614E-07, -15.990459098816096
DataValue, -0.72, -1.1193E-07, 1.11451E-07, -1.1192999999999999E-11, 1.1145099999999999E-11, 1.1193E-07, -16.005392161045236
DataValue, -0.71, -1.10025E-07, 1.10219E-07, -1.1002499999999998E-11, 1.1021900000000001E-11, 1.10025E-07, -16.022558224249256
DataValue, -0.70000000000000007, -1.08499E-07, 1.08523E-07, -1.0849899999999997E-11, 1.08523E-11, 1.08499E-07, -16.036524880598233
DataValue, -0.69000000000000006, -1.06929E-07, 1.06984E-07, -1.06929E-11, 1.0698399999999998E-11, 1.06929E-07, -16.051100774134042
DataValue, -0.68, -1.05277E-07, 1.04774E-07, -1.0527699999999998E-11, 1.0477399999999999E-11, 1.05277E-07, -16.066670865216135
DataValue, -0.67, -1.03457E-07, 1.03622E-07, -1.0345699999999998E-11, 1.0362199999999999E-11, 1.03457E-07, -16.084109769505162
DataValue, -0.66, -1.02018E-07, 1.01693E-07, -1.0201799999999998E-11, 1.0169299999999997E-11, 1.02018E-07, -16.098116568643007
DataValue, -0.65, -1.00332E-07, 1.00431E-07, -1.0033199999999999E-11, 1.0043099999999996E-11, 1.00332E-07, -16.114781149990488
DataValue, -0.64, -9.8902599999999987E-08, 9.8937E-08, -9.8902599999999975E-12, 9.8936999999999977E-12, 9.8902599999999987E-08, -16.12913030948231
DataValue, -0.63, -9.73953E-08, 9.7479E-08, -9.7395299999999986E-12, 9.7478999999999981E-12, 9.73953E-08, -16.144487882082338
DataValue, -0.62, -9.59512E-08, 9.5964E-08, -9.59512E-12, 9.596399999999999E-12, 9.59512E-08, -16.159426108057097
DataValue, -0.61, -9.4459099999999991E-08, 9.4076E-08, -9.4459099999999981E-12, 9.4076E-12, 9.4459099999999991E-08, -16.175098900366304
DataValue, -0.6, -9.2767599999999992E-08, 9.2812E-08, -9.2767599999999981E-12, 9.2811999999999989E-12, 9.2767599999999992E-08, -16.193168396048129
DataValue, -0.59, -9.1407899999999988E-08, 9.1096E-08, -9.1407899999999974E-12, 9.1095999999999983E-12, 9.1407899999999988E-08, -16.207933928961051
DataValue, -0.58, -8.9870099999999989E-08, 8.9643E-08, -8.9870099999999973E-12, 8.9643E-12, 8.9870099999999989E-08, -16.224900542558377
DataValue, -0.57000000000000006, -8.844979999999999E-08, 8.8577E-08, -8.8449799999999977E-12, 8.8577E-12, 8.844979999999999E-08, -16.240830677507674
DataValue, -0.56, -8.71324E-08, 8.7079E-08, -8.71324E-12, 8.7078999999999977E-12, 8.71324E-08, -16.255837036034944
DataValue, -0.55, -8.577679999999999E-08, 8.579E-08, -8.5776799999999978E-12, 8.5789999999999989E-12, 8.577679999999999E-08, -16.271517263286555
DataValue, -0.54, -8.441789999999999E-08, 8.4029E-08, -8.4417899999999965E-12, 8.4029E-12, 8.441789999999999E-08, -16.287486372523354
DataValue, -0.53, -8.2912199999999992E-08, 8.3041E-08, -8.2912199999999979E-12, 8.3041E-12, 8.2912199999999992E-08, -16.305483620373558
DataValue, -0.52, -8.16589E-08, 8.159E-08, -8.1658899999999984E-12, 8.159E-12, 8.16589E-08, -16.320715021633095
DataValue, -0.51, -8.0362299999999992E-08, 8.045E-08, -8.0362299999999972E-12, 8.0449999999999981E-12, 8.0362299999999992E-08, -16.336720676204678
DataValue, -0.5, -7.907459999999999E-08, 7.8719999999999993E-08, -7.9074599999999975E-12, 7.8719999999999988E-12, 7.907459999999999E-08, -16.352874126256271
DataValue, -0.49, -7.7579599999999989E-08, 7.7727999999999993E-08, -7.7579599999999978E-12, 7.7727999999999985E-12, 7.7579599999999989E-08, -16.371961330915916
DataValue, -0.48, -7.6447E-08, 7.6233999999999993E-08, -7.6447E-12, 7.6233999999999984E-12, 7.6447E-08, -16.386668146675508
DataValue, -0.47000000000000003, -7.5101499999999993E-08, 7.4817E-08, -7.5101499999999978E-12, 7.4816999999999987E-12, 7.5101499999999993E-08, -16.404425305006946
DataValue, -0.46, -7.3816199999999988E-08, 7.3922E-08, -7.38162E-12, 7.3922E-12, 7.3816199999999988E-08, -16.421687617234138
DataValue, -0.45, -7.26518E-08, 7.2629E-08, -7.2651799999999983E-12, 7.2628999999999981E-12, 7.26518E-08, -16.4375876709122
DataValue, -0.44, -7.146019999999999E-08, 7.1509E-08, -7.1460199999999983E-12, 7.1508999999999993E-12, 7.146019999999999E-08, -16.454125185586523
DataValue, -0.43, -7.0285299999999987E-08, 6.9887E-08, -7.0285299999999977E-12, 6.9886999999999983E-12, 7.0285299999999987E-08, -16.470703163835733
DataValue, -0.42, -6.89148E-08, 6.8738E-08, -6.8914799999999988E-12, 6.8738E-12, 6.89148E-08, -16.490394877930026
DataValue, -0.41000000000000003, -6.774599999999999E-08, 6.7836E-08, -6.7745999999999974E-12, 6.7835999999999987E-12, 6.774599999999999E-08, -16.507500419519971
DataValue, -0.4, -6.66635E-08, 6.6659E-08, -6.6663499999999994E-12, 6.6659E-12, 6.66635E-08, -16.523608260194646
DataValue, -0.39, -6.5539499999999989E-08, 6.5546E-08, -6.5539499999999983E-12, 6.5545999999999987E-12, 6.5539499999999989E-08, -16.54061282263374
DataValue, -0.38, -6.43841E-08, 6.401E-08, -6.438409999999999E-12, 6.401E-12, 6.43841E-08, -16.558399128729484
DataValue, -0.37, -6.3117E-08, 6.2941E-08, -6.3116999999999994E-12, 6.2940999999999992E-12, 6.3117E-08, -16.578275690055417
DataValue, -0.36, -6.2033E-08, 6.1836E-08, -6.2033E-12, 6.1835999999999988E-12, 6.2033E-08, -16.595599335435885
DataValue, -0.35000000000000003, -6.09252E-08, 6.0713E-08, -6.0925199999999984E-12, 6.0712999999999982E-12, 6.09252E-08, -16.613618954715868
DataValue, -0.34, -5.98025E-08, 5.9689E-08, -5.9802499999999989E-12, 5.9689E-12, 5.98025E-08, -16.632218370843606
DataValue, -0.33, -5.8737299999999995E-08, 5.8728E-08, -5.8737299999999978E-12, 5.8728E-12, 5.8737299999999995E-08, -16.650190877503057
DataValue, -0.32, -5.7702299999999993E-08, 5.7442E-08, -5.7702299999999977E-12, 5.7441999999999989E-12, 5.7702299999999993E-08, -16.667968802874981
DataValue, -0.31, -5.6548099999999997E-08, 5.6413E-08, -5.654809999999999E-12, 5.6412999999999994E-12, 5.6548099999999997E-08, -16.688174233534049
DataValue, -0.3, -5.55418E-08, 5.5632E-08, -5.5541799999999989E-12, 5.5631999999999979E-12, 5.55418E-08, -16.706129946518381
DataValue, -0.29, -5.4539799999999993E-08, 5.4341E-08, -5.4539799999999989E-12, 5.4340999999999992E-12, 5.4539799999999993E-08, -16.724335126569063
DataValue, -0.28, -5.3456399999999994E-08, 5.3502E-08, -5.345639999999999E-12, 5.3501999999999988E-12, 5.3456399999999994E-08, -16.744399468570421
DataValue, -0.27, -5.2461599999999995E-08, 5.248E-08, -5.2461599999999987E-12, 5.2479999999999994E-12, 5.2461599999999995E-08, -16.763184363544646
DataValue, -0.26, -5.14815E-08, 5.1503E-08, -5.14815E-12, 5.1502999999999992E-12, 5.14815E-08, -16.782043317113839
DataValue, -0.25, -5.0493599999999994E-08, 5.0463E-08, -5.0493599999999986E-12, 5.0463E-12, 5.0493599999999994E-08, -16.801419241369629
DataValue, -0.24, -4.9482799999999996E-08, 4.9307E-08, -4.9482799999999988E-12, 4.9306999999999996E-12, 4.9482799999999996E-08, -16.821640702502581
DataValue, -0.23, -4.8403999999999995E-08, 4.8279E-08, -4.8403999999999986E-12, 4.8279E-12, 4.8403999999999995E-08, -16.843683382010607
DataValue, -0.22, -4.7444399999999993E-08, 4.7329E-08, -4.7444399999999987E-12, 4.7328999999999989E-12, 4.7444399999999993E-08, -16.863707337822596
DataValue, -0.21, -4.64476E-08, 4.6309999999999996E-08, -4.6447599999999993E-12, 4.6309999999999991E-12, 4.64476E-08, -16.884941041482136
DataValue, -0.2, -4.5499199999999994E-08, 4.5602E-08, -4.5499199999999989E-12, 4.5601999999999991E-12, 4.5499199999999994E-08, -16.905571093561662
DataValue, -0.19, -4.4556299999999995E-08, 4.447E-08, -4.4556299999999993E-12, 4.4469999999999991E-12, 4.4556299999999995E-08, -16.926512278886214
DataValue, -0.18, -4.3569E-08, 4.3625999999999996E-08, -4.3569E-12, 4.3625999999999992E-12, 4.3569E-08, -16.948919948652634
DataValue, -0.17, -4.2631899999999995E-08, 4.2656E-08, -4.2631899999999989E-12, 4.2655999999999991E-12, 4.2631899999999995E-08, -16.970663037610528
DataValue, -0.16, -4.1684799999999995E-08, 4.1705999999999996E-08, -4.1684799999999984E-12, 4.1705999999999992E-12, 4.1684799999999995E-08, -16.993129282984274
DataValue, -0.15, -4.0716299999999995E-08, 4.0753E-08, -4.0716299999999993E-12, 4.075299999999999E-12, 4.0716299999999995E-08, -17.016637333272644
DataValue, -0.14, -3.97285E-08, 3.9644E-08, -3.9728499999999992E-12, 3.9643999999999995E-12, 3.97285E-08, -17.041197022677842
DataValue, -0.13, -3.8690699999999996E-08, 3.8656E-08, -3.869069999999999E-12, 3.8656E-12, 3.8690699999999996E-08, -17.067666575867289
DataValue, -0.12, -3.7703E-08, 3.7579E-08, -3.770299999999999E-12, 3.7578999999999996E-12, 3.7703E-08, -17.093526170061597
DataValue, -0.11, -3.6631199999999997E-08, 3.6637E-08, -3.663119999999999E-12, 3.6636999999999994E-12, 3.6631199999999997E-08, -17.122365500659527
DataValue, -0.1, -3.5499299999999995E-08, 3.5445E-08, -3.5499299999999992E-12, 3.5444999999999993E-12, 3.5499299999999995E-08, -17.153752858969309
DataValue, -0.09, -3.4251299999999996E-08, 3.4284E-08, -3.4251299999999992E-12, 3.4283999999999994E-12, 3.4251299999999996E-08, -17.189541316754116
DataValue, -0.08, -3.2882099999999995E-08, 3.2865E-08, -3.288209999999999E-12, 3.2864999999999994E-12, 3.2882099999999995E-08, -17.230337400184805
DataValue, -0.07, -3.13583E-08, 3.135E-08, -3.13583E-12, 3.135E-12, 3.13583E-08, -17.277786852117249
DataValue, -0.06, -2.9518699999999998E-08, 2.9429E-08, -2.9518699999999996E-12, 2.9428999999999995E-12, 2.9518699999999998E-08, -17.338241876124219
DataValue, -0.05, -2.72484E-08, 2.7183E-08, -2.7248399999999995E-12, 2.7183E-12, 2.72484E-08, -17.418271033157318
DataValue, -0.04, -2.4401799999999998E-08, 2.4273E-08, -2.44018E-12, 2.4272999999999996E-12, 2.4401799999999998E-08, -17.52860893687636
DataValue, -0.03, -2.0767999999999998E-08, 2.0736E-08, -2.0767999999999994E-12, 2.0736E-12, 2.0767999999999998E-08, -17.689852496424731
DataValue, -0.02, -1.58361E-08, 1.5796E-08, -1.5836099999999998E-12, 1.5796E-12, 1.58361E-08, -17.960973692996525
DataValue, -0.01, -9.1408999999999985E-09, 9.181E-09, -9.1408999999999979E-13, 9.1809999999999969E-13, 9.1408999999999985E-09, -18.5105069880567
DataValue, 0, 6.469E-11, 1.3099999999999999E-10, 6.469E-15, 1.3099999999999998E-14, 6.469E-11, -23.461414485872655
DataValue, 0.01, 1.2971299999999999E-08, -1.2903E-08, 1.2971299999999997E-12, -1.2903E-12, 1.2971299999999999E-08, -18.160526612337872
DataValue, 0.02, 3.0564599999999994E-08, -3.0945E-08, 3.0564599999999989E-12, -3.0944999999999994E-12, 3.0564599999999994E-08, -17.303423360415415
DataValue, 0.03, 5.5772799999999995E-08, -5.5913E-08, 5.5772799999999986E-12, -5.5912999999999986E-12, 5.5772799999999995E-08, -16.701979541601187
DataValue, 0.04, 9.1467699999999993E-08, -9.162E-08, 9.1467699999999986E-12, -9.1619999999999983E-12, 9.1467699999999993E-08, -16.207279932450511
DataValue, 0.05, 1.42238E-07, -1.41852E-07, 1.4223799999999998E-11, -1.4185199999999998E-11, 1.42238E-07, -15.765764126022077
DataValue, 0.06, 2.13569E-07, -2.13343E-07, 2.13569E-11, -2.13343E-11, 2.13569E-07, -15.359305871479048
DataValue, 0.07, 3.14719E-07, -3.14965E-07, 3.14719E-11, -3.14965E-11, 3.14719E-07, -14.971585659738265
DataValue, 0.08, 4.55259E-07, -4.5521E-07, 4.5525899999999989E-11, -4.5520999999999991E-11, 4.55259E-07, -14.60239934917661
DataValue, 0.09, 6.5649099999999995E-07, -6.56078E-07, 6.5649099999999985E-11, -6.560779999999999E-11, 6.5649099999999995E-07, -14.236356852360744
DataValue, 0.1, 9.36898E-07, -9.362600000000001E-07, 9.36898E-11, -9.3626000000000008E-11, 9.36898E-07, -13.880691418691088
DataValue, 0.11, 1.3353100000000002E-06, -1.3351400000000002E-06, 1.33531E-10, -1.33514E-10, 1.3353100000000002E-06, -13.526347083330741
DataValue, 0.12, 1.8967900000000001E-06, -1.8960200000000003E-06, 1.8967899999999998E-10, -1.8960200000000004E-10, 1.8967900000000001E-06, -13.175347574246228
DataValue, 0.13, 2.6883500000000003E-06, -2.68761E-06, 2.68835E-10, -2.6876099999999997E-10, 2.6883500000000003E-06, -12.826582935446407
DataValue, 0.14, 3.7763500000000003E-06, -3.7745600000000004E-06, 3.7763499999999996E-10, -3.77456E-10, 3.7763500000000003E-06, -12.486752623298569
DataValue, 0.15, 5.3325900000000006E-06, -5.3303500000000006E-06, 5.33259E-10, -5.3303499999999991E-10, 5.3325900000000006E-06, -12.1416735091062
DataValue, 0.16, 7.52336E-06, -7.5222500000000007E-06, 7.5233599999999987E-10, -7.5222499999999985E-10, 7.52336E-06, -11.797497711281087
DataValue, 0.17, 1.061839E-05, -1.0616480000000001E-05, 1.061839E-09, -1.061648E-09, 1.061839E-05, -11.452923154396332
DataValue, 0.18, 1.50118E-05, -1.4989E-05, 1.5011799999999998E-09, -1.4988999999999999E-09, 1.50118E-05, -11.10667399945544
DataValue, 0.19, 2.11979E-05, -2.11928E-05, 2.1197899999999994E-09, -2.1192799999999997E-09, 2.11979E-05, -10.761608437796511
DataValue, 0.2, 2.9812200000000002E-05, -2.97988E-05, 2.9812199999999998E-09, -2.9798799999999994E-09, 2.9812200000000002E-05, -10.420592852259427
DataValue, 0.21, 4.22447E-05, -4.22325E-05, 4.2244699999999996E-09, -4.2232499999999986E-09, 4.22447E-05, -10.072031655816803
DataValue, 0.22, 5.9980200000000006E-05, -5.99633E-05, 5.99802E-09, -5.9963299999999989E-09, 5.9980200000000006E-05, -9.7214960502041556
DataValue, 0.23, 8.52866E-05, -8.52585E-05, 8.5286599999999973E-09, -8.5258499999999982E-09, 8.52866E-05, -9.36949320842128
DataValue, 0.24, 0.000121423, -0.00012137400000000001, 1.2142299999999999E-08, -1.21374E-08, 0.000121423, -9.0162302409407946
DataValue, 0.25, 0.000171917, -0.000171835, 1.7191699999999996E-08, -1.71835E-08, 0.000171917, -8.6684987557590052
DataValue, 0.26, 0.000245188, -0.000245052, 2.45188E-08, -2.45052E-08, 0.000245188, -8.31348529474091
DataValue, 0.27, 0.000350025, -0.000349871, 3.50025E-08, -3.49871E-08, 0.000350025, -7.9575059774602854
DataValue, 0.28, 0.000499374, -0.000499125, 4.9937399999999994E-08, -4.99125E-08, 0.000499374, -7.6021552439488689
DataValue, 0.29, 0.000712072, -0.000711686, 7.12072E-08, -7.1168599999999985E-08, 0.000712072, -7.2473315280694388
DataValue, 0.3, 0.001013332, -0.001012824, 1.0133319999999998E-07, -1.0128239999999999E-07, 0.001013332, -6.8945113680224557
DataValue, 0.31, 0.00142814, -0.00142765, 1.42814E-07, -1.4276499999999997E-07, 0.00142814, -6.5513823806545881
DataValue, 0.32, 0.00202091, -0.00201959, 2.0209099999999998E-07, -2.0195899999999996E-07, 0.00202091, -6.2042073739619488
DataValue, 0.33, 0.0028423800000000003, -0.00284074, 2.84238E-07, -2.84074E-07, 0.0028423800000000003, -5.8631135495895572
DataValue, 0.34, 0.00397033, -0.00396893, 3.9703299999999993E-07, -3.9689299999999993E-07, 0.00397033, -5.5289060643119061
DataValue, 0.35000000000000003, 0.0054913900000000005, -0.00548841, 5.49139E-07, -5.488409999999999E-07, 0.0054913900000000005, -5.204573867893429
DataValue, 0.36, 0.00750566, -0.0075025000000000005, 7.5056599999999987E-07, -7.5025E-07, 0.00750566, -4.8920978763909089
DataValue, 0.37, 0.01006089, -0.01005862, 1.006089E-06, -1.005862E-06, 0.01006089, -4.5990996490388207
DataValue, 0.38, 0.0133354, -0.0133369, 1.33354E-06, -1.33369E-06, 0.0133354, -4.3173331255475693
DataValue, 0.39, 0.0173525, -0.0173566, 1.7352499999999998E-06, -1.73566E-06, 0.0173525, -4.0540186907505351
DataValue, 0.4, 0.0221561, -0.022159400000000003, 2.21561E-06, -2.21594E-06, 0.0221561, -3.8096424253713836
DataValue, 0.41000000000000003, 0.027733100000000004, -0.027739600000000003, 2.77331E-06, -2.7739599999999998E-06, 0.027733100000000004, -3.5851286333200156
DataValue, 0.42, 0.034060700000000006, -0.0340738, 3.40607E-06, -3.40738E-06, 0.034060700000000006, -3.3796110519916667
DataValue, 0.43, 0.0409221, -0.0409414, 4.09221E-06, -4.09414E-06, 0.0409221, -3.1960850195674255
DataValue, 0.44, 0.048511300000000007, -0.048540200000000006, 4.85113E-06, -4.85402E-06, 0.048511300000000007, -3.0259585184858606
DataValue, 0.45, 0.0499964, -0.0499983, 4.99964E-06, -4.9998299999999995E-06, 0.0499964, -2.9958042761461154
DataValue, 0.46, 0.049996200000000005, -0.0499985, 4.99962E-06, -4.99985E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.47000000000000003, 0.049996200000000005, -0.049998600000000004, 4.99962E-06, -4.99986E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.48, 0.049996000000000006, -0.049998100000000004, 4.9995999999999995E-06, -4.99981E-06, 0.049996000000000006, -2.9958122767541617
DataValue, 0.49, 0.049996300000000007, -0.049998200000000007, 4.99963E-06, -4.99982E-06, 0.049996300000000007, -2.995806276292126
DataValue, 0.5, 0.049996000000000006, -0.0499983, 4.9995999999999995E-06, -4.9998299999999995E-06, 0.049996000000000006, -2.9958122767541617
DataValue, 0.51, 0.0499959, -0.049998700000000007, 4.99959E-06, -4.99987E-06, 0.0499959, -2.9958142769161746
DataValue, 0.52, 0.049996200000000005, -0.0499985, 4.99962E-06, -4.99985E-06, 0.049996200000000005, -2.9958082764421374
DataValue, 0.53, 0.049996000000000006, -0.0499985, 4.9995999999999995E-06, -4.99985E-06, 0.049996000000000006, -2.9958122767541617
DataValue, 0.54, 0.049996300000000007, -0.0499983, 4.99963E-06, -4.9998299999999995E-06, 0.049996300000000007, -2.995806276292126
DataValue, 0.55, 0.0499961, -0.0499988, 4.99961E-06, -4.99988E-06, 0.0499961, -2.9958102765961492
DataValue, 0.56, 0.049996000000000006, -0.049998100000000004, 4.9995999999999995E-06, -4.99981E-06, 0.049996000000000006, -2.9958122767541617
DataValue, 0.57000000000000006, 0.0499961, -0.049998100000000004, 4.99961E-06, -4.99981E-06, 0.0499961, -2.9958102765961492
DataValue, 0.58, 0.0499961, -0.049998600000000004, 4.99961E-06, -4.99986E-06, 0.0499961, -2.9958102765961492
DataValue, 0.59, 0.049996700000000005, -0.0499983, 4.99967E-06, -4.9998299999999995E-06, 0.049996700000000005, -2.9957982757320867
DataValue, 0.6, 0.049995800000000007, -0.049998100000000004, 4.99958E-06, -4.99981E-06, 0.049995800000000007, -2.9958162770821883
DataValue, 0.61, 0.049995800000000007, -0.049998100000000004, 4.99958E-06, -4.99981E-06, 0.049995800000000007, -2.9958162770821883
